,46,47,48,49,50,51
4230,0.0,0.0,0.0,0.0,0.19,1.0
4232,0.0,0.0,0.0,0.0,0.13,0.0
4234,0.0,0.0,0.0,0.0,0.12,1.0
4236,0.0,0.0,0.0,0.0,0.12,1.0
4245,0.0,0.0,0.0,0.0,0.0,1.0
4246,0.0,0.0,0.0,0.0,0.0,1.0
4247,0.0,0.0,0.0,0.0,0.0,1.0
4248,0.0,0.0,0.0,0.0,0.0,1.0
4249,0.0,0.0,0.0,0.0,0.0,1.0
4250,0.0,0.0,0.0,0.0,0.0,1.0
4251,0.0,0.0,0.0,0.0,0.0,1.0
4252,0.0,0.0,0.0,0.0,0.0,1.0
4253,0.0,0.0,0.0,0.0,0.0,1.0
4254,0.0,0.0,0.0,0.0,0.0,1.0
4255,0.0,0.0,0.0,0.0,0.0,1.0
4256,0.0,0.0,0.0,0.0,0.0,1.0
4257,0.0,0.0,0.0,0.0,0.0,1.0
4258,0.0,0.0,0.0,0.0,0.0,1.0
4259,0.0,0.0,0.0,0.0,0.0,1.0
4260,0.0,0.0,0.0,0.0,0.0,1.0
4261,0.0,0.0,0.0,0.0,0.0,0.94
4262,0.0,0.0,0.0,0.0,0.0,1.0
4263,0.0,0.0,0.0,0.0,0.0,1.0
4264,0.0,0.0,0.0,0.0,0.0,0.06
4265,0.0,0.0,0.0,0.0,0.0,1.0
4266,0.0,0.0,0.0,0.0,0.0,1.0
4267,0.0,0.0,0.0,0.0,0.0,1.0
4268,0.0,0.0,0.0,0.0,0.0,1.0
4270,0.0,0.0,0.0,0.0,0.0,1.0
4271,0.0,0.0,0.0,0.0,0.0,1.0
4272,0.0,0.0,0.0,0.0,0.0,1.0
4273,0.0,0.0,0.0,0.0,0.0,1.0
4274,0.0,0.0,0.0,0.0,0.0,1.0
4275,0.0,0.0,0.0,0.0,0.0,1.0
4276,0.0,0.0,0.0,0.0,0.0,1.0
4277,0.0,0.0,0.0,0.0,0.0,1.0
4278,0.0,0.0,0.0,0.0,0.0,1.0
4279,0.0,0.0,0.0,0.0,0.0,1.0
4280,0.0,0.0,0.0,0.0,0.0,1.0
4281,0.0,0.0,0.0,0.0,0.0,1.0
4282,0.0,0.0,0.0,0.0,0.0,1.0
4283,0.0,0.0,0.0,0.0,0.0,1.0
4284,0.0,0.0,0.0,0.0,0.0,1.0
4285,0.0,0.0,0.0,0.0,0.0,1.0
4286,0.0,0.0,0.0,0.0,0.0,1.0
4287,0.0,0.0,0.0,0.0,0.0,1.0
4288,0.0,0.0,0.0,0.0,0.0,1.0
4289,0.0,0.0,0.0,0.0,0.0,1.0
4290,0.0,0.0,0.0,0.0,0.0,1.0
4292,0.0,0.0,0.0,0.0,0.0,1.0
4293,0.0,0.0,0.0,0.0,0.0,1.0
4294,0.0,0.0,0.0,0.0,0.0,1.0
4295,0.0,0.0,0.0,0.0,0.0,1.0
4296,0.0,0.0,0.0,0.0,0.0,1.0
4297,0.0,0.0,0.0,0.0,0.0,1.0
4298,0.0,0.0,0.0,0.0,0.0,1.0
4299,0.0,0.0,0.0,0.0,0.0,1.0
4300,0.0,0.0,0.0,0.0,0.0,1.0
4301,0.0,0.0,0.0,0.0,0.0,1.0
4304,0.0,0.0,0.0,0.0,0.0,1.0
4305,0.0,0.0,0.0,0.0,0.0,1.0
4307,0.0,0.0,0.0,0.0,0.0,1.0
4308,0.0,0.0,0.0,0.0,0.0,1.0
4310,0.0,0.0,0.0,0.0,0.0,1.0
4311,0.0,0.0,0.0,0.0,0.0,1.0
4312,0.0,0.0,0.0,0.0,0.0,1.0
4313,0.0,0.0,0.0,0.0,0.0,1.0
4314,0.0,0.0,0.0,0.0,0.0,1.0
4315,0.0,0.0,0.0,0.0,0.0,1.0
4317,0.0,0.0,0.0,0.0,0.0,0.94
4318,0.0,0.0,0.0,0.0,0.0,0.73
4319,0.0,0.0,0.0,0.0,0.0,0.6
4320,0.0,0.0,0.0,0.0,0.0,0.59
4323,0.0,0.0,0.0,0.0,0.0,0.47
4324,0.0,0.0,0.0,0.0,0.0,0.47
4326,0.0,0.0,0.0,0.0,0.0,0.41
4327,0.0,0.0,0.0,0.0,0.0,0.41
4328,0.0,0.0,0.0,0.0,0.0,0.34
4329,0.0,0.0,0.0,0.0,0.0,0.33
4330,0.0,0.0,0.0,0.0,0.0,0.33
4331,0.0,0.0,0.0,0.0,0.0,0.21
4333,0.0,0.0,0.0,0.0,0.0,0.15
4334,0.0,0.0,0.0,0.0,0.0,0.06
4335,0.0,0.0,0.0,0.0,0.0,0.06
