"PersonNumber","FirstName","LastName","GenderAsString","CantonAbbreviation","CouncilAbbreviation","PartyAbbreviation","DateJoining","DateLeaving"
2114,"Evaristo","Garbani","m","TI","CN","PRD","1909-12-06T00:00:00","1922-06-22T00:00:00"
2114,"Evaristo","Garbani","m","TI","CN","PRD","1909-12-06T00:00:00","1922-06-22T00:00:00"
1799,"Maurice","Claivaz","m","VS","CN","PRD","1856-09-15T00:00:00","1857-12-06T00:00:00"
3712,"Anton","Zumbühl","m","NW","CE","Cons*","1925-06-02T00:00:00","1937-04-01T00:00:00"
2827,"Robert","Naville","m","ZG","CN","PRD","1921-02-07T00:00:00","1922-12-03T00:00:00"
2208,"Robert","Grimm","m","ZH","CN","PSS","1911-12-04T00:00:00","1919-11-01T00:00:00"
3551,"Johann Baptist","von Streng","m","TG","CN","Lib*","1854-12-04T00:00:00","1863-12-06T00:00:00"
9,"Ruedi","Baumann","m","BE","CN","PES","1995-12-04T00:00:00","2003-11-30T00:00:00"
1428,"F. Xaver J. K.","Auf der Mauer","m","SZ","CE","Cons*","1854-12-04T00:00:00","1861-12-01T00:00:00"
3425,"Robert","Tobler","m","ZH","CN","NF","1935-12-02T00:00:00","1939-12-03T00:00:00"
1962,"Christian","Eggenberger","m","SG","CN","AdI","1946-06-12T00:00:00","1951-12-02T00:00:00"
3267,"A. Frédéric E.","Soguel","m","NE","CE","PRD","1875-06-07T00:00:00","1876-07-01T00:00:00"
2432,"Johann","Jenny","m","BE","CN","PAB","1890-12-01T00:00:00","1935-12-01T00:00:00"
2432,"Johann","Jenny","m","BE","CN","PAB","1890-12-01T00:00:00","1935-12-01T00:00:00"
2432,"Johann","Jenny","m","BE","CN","PAB","1890-12-01T00:00:00","1935-12-01T00:00:00"
3628,"Ernst","Wetter","m","ZH","CF","PRD","1938-12-15T00:00:00","1943-12-31T00:00:00"
3628,"Ernst","Wetter","m","ZH","CN","PRD","1929-12-03T00:00:00","1938-12-15T00:00:00"
2050,"Augusto","Fogliardi","m","TI","CN","PRD","1852-07-05T00:00:00","1854-10-01T00:00:00"
1840,"Ludwig","Danioth","m","UR","CE","Cons*","1947-12-01T00:00:00","1971-11-28T00:00:00"
1840,"Ludwig","Danioth","m","UR","CE","Cons*","1947-12-01T00:00:00","1971-11-28T00:00:00"
1840,"Ludwig","Danioth","m","UR","CE","Cons*","1947-12-01T00:00:00","1971-11-28T00:00:00"
630,"Hans","Letsch","m","AG","CE","PRD","1979-11-26T00:00:00","1987-11-29T00:00:00"
3650,"Johann","Winkler","m","LU","CE","Lib*","1858-07-05T00:00:00","1859-12-01T00:00:00"
3341,"Friedrich A.","Stock","m","FR","CN","PRD","1889-03-25T00:00:00","1893-12-03T00:00:00"
2296,"Josef","Heinzer","m","SZ","CN","PSS","1947-12-01T00:00:00","1959-12-06T00:00:00"
639,"Gaston","Brahier","m","JU","CE","PRD","1983-11-28T00:00:00","1986-10-01T00:00:00"
3717,"Adolf Friedrich","Zürcher","m","AR","CN","Lib*","1857-12-07T00:00:00","1875-12-05T00:00:00"
2031,"Markus","Feldmann","m","BE","CF","PAB","1951-12-13T00:00:00","1958-11-03T00:00:00"
1423,"Johann Bartholome","Arpagaus","m","GR","CN","ConsM*","1851-12-01T00:00:00","1854-12-03T00:00:00"
2917,"Jost","Peyer","m","LU","CN","Lib*","1869-12-06T00:00:00","1873-10-01T00:00:00"
2784,"Emil","Müller","m","BL","CE","PSS","1955-12-05T00:00:00","1967-12-03T00:00:00"
2503,"Johannes","Knechtenhofer","m","BE","CN","ConsR*","1850-07-01T00:00:00","1851-11-30T00:00:00"
2195,"Henri","Grandjean","m","NE","CN","PRD","1866-12-03T00:00:00","1869-12-05T00:00:00"
1665,"Armin","Bruhin","m","SZ","CN","PRD","1955-12-05T00:00:00","1959-12-06T00:00:00"
2058,"Ch.-E.-Constant","Fornerod","m","VD","CE","PRD","1853-06-01T00:00:00","1855-07-12T00:00:00"
2058,"Ch.-E.-Constant","Fornerod","m","VD","CE","PRD","1853-06-01T00:00:00","1855-07-12T00:00:00"
2761,"Joh. Rudolf","Moser","m","SG","CN","Lib*","1878-12-02T00:00:00","1882-07-01T00:00:00"
2459,"Arnold","Kamber","m","SO","CN","PSS","1931-03-16T00:00:00","1935-12-01T00:00:00"
1917,"Hugo","Dietschi","m","SO","CE","PRD","1922-12-04T00:00:00","1937-10-28T00:00:00"
1424,"Adolf","Ast","m","BL","CN","PAB","1922-12-04T00:00:00","1935-12-01T00:00:00"
1652,"Jos. Alois","Broger","m","AI","CE","Cons*","1860-07-05T00:00:00","1865-04-01T00:00:00"
2400,"Alix","Jaccard","m","VD","CN","PSS","1959-12-07T00:00:00","1963-12-01T00:00:00"
3331,"Samuel","Steiner","m","BE","CN","ConsR*","1866-12-03T00:00:00","1872-12-01T00:00:00"
1358,"Heinrich E.","Abt","m","AG","CN","PRD","1911-12-04T00:00:00","1919-11-01T00:00:00"
2937,"Gustave-Jules","Pictet","m","GE","CN","Ind*","1878-12-02T00:00:00","1881-12-04T00:00:00"
2555,"Simon","Lack","m","SO","CE","Lib*","1849-04-16T00:00:00","1853-02-01T00:00:00"
512,"Simonetta","Sommaruga","f","BE","CF","PSS","2010-11-01T00:00:00","2013-12-31T00:00:00"
2140,"André","Germanier","m","VS","CN","Cons*","1928-12-03T00:00:00","1937-12-01T00:00:00"
1195,"Thomas","Fraefel","m","ZG","CN","PSS","1975-12-01T00:00:00","1979-11-25T00:00:00"
472,"Ursula","Haller","f","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
472,"Ursula","Haller","f","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
472,"Ursula","Haller","f","BE","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
83,"Claude","Frey","m","NE","CN","PRD","1979-11-26T00:00:00","1995-12-03T00:00:00"
2338,"Karl J.","Hoffmann","m","SG","CE",,"1873-07-07T00:00:00","1890-11-30T00:00:00"
2338,"Karl J.","Hoffmann","m","SG","CE",,"1873-07-07T00:00:00","1890-11-30T00:00:00"
2338,"Karl J.","Hoffmann","m","SG","CE",,"1873-07-07T00:00:00","1890-11-30T00:00:00"
2338,"Karl J.","Hoffmann","m","SG","CE",,"1873-07-07T00:00:00","1890-11-30T00:00:00"
2338,"Karl J.","Hoffmann","m","SG","CE",,"1873-07-07T00:00:00","1890-11-30T00:00:00"
2791,"Jakob","Müller","m","TG","CN","PRD","1902-12-01T00:00:00","1919-11-01T00:00:00"
1103,"Gabi","Huber","f","UR","CN","PRD","2003-12-01T00:00:00","2007-12-02T00:00:00"
3502,"Carl-Ch.","Vogt","m","GE","CE","PRD","1870-12-05T00:00:00","1871-10-01T00:00:00"
801,"Fabio","Abate","m","TI","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
2306,"Henri-Louis","Henry","m","NE","CN","PRD","1885-03-09T00:00:00","1887-12-04T00:00:00"
455,"Maurice","Chevrier","m","VS","CN","PDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2536,"Karl","Kümin","m","SZ","CE","Cons*","1885-12-07T00:00:00","1905-12-03T00:00:00"
1596,"Friedrich","Bopp","m","ZH","CN","Dém*","1915-06-07T00:00:00","1928-01-06T00:00:00"
1875,"Aymon","de Senarclens","m","GE","CN","PLS","1943-12-06T00:00:00","1955-12-04T00:00:00"
3284,"Paul","Speiser","m","BS","CN","PLS","1889-11-25T00:00:00","1896-12-06T00:00:00"
3194,"Gottlieb","Schneider","m","BE","CN","PRD","1857-12-07T00:00:00","1860-12-02T00:00:00"
1365,"Gustave","Ador","m","GE","CE","Dém*","1878-12-02T00:00:00","1880-09-01T00:00:00"
2298,"Albert","Helbling","m","SO","CN","PRD","1931-12-01T00:00:00","1947-11-30T00:00:00"
233,"Hugo","Wick","m","BS","CN","PDC","1983-11-28T00:00:00","1987-11-29T00:00:00"
2300,"Alfred","Held","m","BE","CN","PAB","1950-09-11T00:00:00","1951-12-02T00:00:00"
2899,"Alfred","Perrig","m","VS","CN","Cons*","1892-12-05T00:00:00","1903-12-07T00:00:00"
10,"Peter","Baumberger","m","ZH","CN",,"1995-12-04T00:00:00","1999-12-05T00:00:00"
3355,"Hans","Strahm","m","AG","CN","PAB","1959-09-21T00:00:00","1966-02-27T00:00:00"
3684,"Edoardo","Zeli","m","TI","CN","PSS","1922-12-04T00:00:00","1928-12-02T00:00:00"
3446,"Hans","Tschanz","m","BE","CN","PAB","1955-12-05T00:00:00","1971-11-28T00:00:00"
509,"Jean Jacques","Schwaab","m","VD","CN","PSS","1999-12-06T00:00:00","2003-11-30T00:00:00"
1670,"Benjamin J.","Brunner","m","SO","CN","Lib*","1848-11-06T00:00:00","1857-12-06T00:00:00"
689,"Martha","Ribi","f","ZH","CN","PRD","1971-11-29T00:00:00","1983-11-27T00:00:00"
1908,"Gabriel","Despland","m","VD","CE","PRD","1947-12-01T00:00:00","1967-12-03T00:00:00"
1908,"Gabriel","Despland","m","VD","CE","PRD","1947-12-01T00:00:00","1967-12-03T00:00:00"
1908,"Gabriel","Despland","m","VD","CE","PRD","1947-12-01T00:00:00","1967-12-03T00:00:00"
3299,"August","Stähelin","m","BS","CE","Zent (BS)*","1861-07-01T00:00:00","1866-07-01T00:00:00"
1192,"Josef","Fischer","m","AG","CN","N","1971-11-29T00:00:00","1979-11-25T00:00:00"
3889,"Antonio","Hodgers","m","GE","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
3889,"Antonio","Hodgers","m","GE","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
395,"Hildegard","Fässler-Osterwalder","f","SG","CN","PSS","1997-03-03T00:00:00","2003-11-30T00:00:00"
395,"Hildegard","Fässler-Osterwalder","f","SG","CN","PSS","1997-03-03T00:00:00","2003-11-30T00:00:00"
3879,"Olivier","Français","m","VD","CN","PRD","2007-12-03T00:00:00","2011-12-04T00:00:00"
2822,"Jost Jos.","Nager","m","LU","CE","Lib*","1848-11-06T00:00:00","1849-12-01T00:00:00"
2546,"Josef August","Kurer","m","SO","CN","Cons*","1917-12-03T00:00:00","1919-11-30T00:00:00"
3168,"J. J. Friedrich","Schmid","m","AG","CN","Lib*","1849-06-01T00:00:00","1856-11-01T00:00:00"
2218,"Joh. Heinrich","Grunholzer","m","ZH","CN","PRD","1863-12-07T00:00:00","1869-12-05T00:00:00"
3674,"Melchior Jos.","Wyrsch","m","NW","CN","Cons*","1854-12-04T00:00:00","1857-12-06T00:00:00"
2269,"Emil","Hardegger","m","SG","CN","PSS","1931-12-01T00:00:00","1935-12-01T00:00:00"
338,"Hubert","Lauper","m","FR","CN","PDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
348,"Rudolf","Rechsteiner","m","BS","CN","PSS","1995-12-04T00:00:00","2003-11-30T00:00:00"
1343,"Urs","Hany","m","ZH","CN","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3533,"Peter Conradin","von Planta","m","GR","CN","PRD","1856-12-27T00:00:00","1857-12-06T00:00:00"
136,"Willy","Loretan","m","AG","CN","PRD","1979-11-26T00:00:00","1991-11-24T00:00:00"
1915,"Hermann","Dietler","m","SO","CN","PRD","1875-12-06T00:00:00","1879-07-01T00:00:00"
614,"Walter","Weber","m","SO","CE","PSS","1971-11-29T00:00:00","1987-11-29T00:00:00"
1473,"Johannes","Baumann","m","AR","CF","PRD","1938-01-01T00:00:00","1938-12-31T00:00:00"
2571,"Hans","Lanz","m","BE","CN","PAB","1925-12-07T00:00:00","1928-12-02T00:00:00"
3019,"Samuel Friedrich","Rikli","m","SG","CN","ConsR*","1875-12-06T00:00:00","1878-12-01T00:00:00"
429,"Kaspar","Villiger","m","LU","CE","PRD","1987-11-30T00:00:00","1989-02-01T00:00:00"
526,"Bruno","Zuppiger","m","ZH","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2914,"Max","Petitpierre","m","NE","CF","PRD","1960-01-01T00:00:00","1960-12-31T00:00:00"
1937,"Hans","Düby","m","BE","CN","PSS","1955-12-05T00:00:00","1975-11-30T00:00:00"
1920,"Constant","Dinichert","m","FR","CN","PRD","1893-12-04T00:00:00","1911-12-03T00:00:00"
1889,"Jeannot","Decrousnaz","m","VD","CE","PRD","1862-07-07T00:00:00","1863-05-01T00:00:00"
19,"Hans","Bisig","m","SZ","CE","PRD","1991-11-25T00:00:00","1995-12-03T00:00:00"
733,"Alexander","Euler","m","BS","CN","PSS","1979-03-05T00:00:00","1991-11-24T00:00:00"
1481,"Franz","Baumgartner","m","ZH","CN","N","1979-03-05T00:00:00","1979-11-25T00:00:00"
2056,"Jean-Adolphe-Ch.","Fontanel","m","GE","CE","PRD","1853-01-10T00:00:00","1853-12-01T00:00:00"
273,"Brigitta M.","Gadient","f","GR","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
273,"Brigitta M.","Gadient","f","GR","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
273,"Brigitta M.","Gadient","f","GR","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
273,"Brigitta M.","Gadient","f","GR","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
1385,"Werner","Allemann","m","AG","CN","PSS","1944-09-18T00:00:00","1963-12-01T00:00:00"
3870,"Dominique","Baettig","m","JU","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
2660,"Jules","Matthey","m","NE","CN","PRD","1848-11-06T00:00:00","1849-10-01T00:00:00"
1697,"Rolf Theodor","Bühler","m","SG","CN","PRD","1944-06-06T00:00:00","1947-06-01T00:00:00"
2733,"Felix","Moeschlin","m","ZH","CN","AdI","1941-03-25T00:00:00","1947-11-30T00:00:00"
2733,"Felix","Moeschlin","m","ZH","CN","AdI","1941-03-25T00:00:00","1947-11-30T00:00:00"
2060,"Johann Ludwig","Forrer","m","ZH","CN","Dém*","1875-03-08T00:00:00","1875-10-01T00:00:00"
494,"Lucrezia","Meier-Schatz","f","SG","CN","PDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
2671,"Jean","Meier","m","SO","CN","PRD","1940-09-17T00:00:00","1946-12-29T00:00:00"
95,"Ruth","Gonseth","f","BL","CN","PES","1991-11-25T00:00:00","1995-12-03T00:00:00"
776,"Paul","Zbinden","m","FR","CN","PDC","1975-12-01T00:00:00","1991-11-24T00:00:00"
2014,"Pierre-Frédéric","Favarger","m","NE","CN","PLS","1927-12-05T00:00:00","1931-12-06T00:00:00"
3062,"Arnold","Roth","m","AR","CE","?","1871-07-03T00:00:00","1876-12-01T00:00:00"
3882,"Bastien","Girod","m","ZH","CN","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
3200,"Jules","Schnyder","m","BE","CN","Lib*","1881-12-05T00:00:00","1884-11-30T00:00:00"
2803,"Paul","Müller","m","SG","CN","Cons*","1928-12-03T00:00:00","1935-12-01T00:00:00"
173,"Maximilian","Reimann","m","AG","CN","UDC","1987-11-30T00:00:00","1991-11-24T00:00:00"
2430,"Oliv","Jeker","m","SO","CN","PRD","1925-12-07T00:00:00","1931-12-06T00:00:00"
2191,"Jakob B.","Graf","m","BL","CN","PRD","1872-12-02T00:00:00","1887-01-10T00:00:00"
2942,"J. Albert","Piguet","m","NE","CN","PRD","1899-12-04T00:00:00","1917-12-02T00:00:00"
2086,"Charles-M.","Friderich","m","GE","CE","PRD","1863-01-12T00:00:00","1863-12-06T00:00:00"
2898,"F. F. Louis","Perrier","m","NE","CN","PRD","1902-12-01T00:00:00","1912-06-01T00:00:00"
1140,"Laura","Sadis","f","TI","CN","PRD","2003-12-01T00:00:00","2007-06-03T00:00:00"
3130,"Karl","Schenk","m","BE","CF","PRD","1863-12-12T00:00:00","1895-07-18T00:00:00"
3655,"Adalbert","Wirz","m","OW","CE","Cons*","1901-12-02T00:00:00","1925-09-14T00:00:00"
3655,"Adalbert","Wirz","m","OW","CE","Cons*","1901-12-02T00:00:00","1925-09-14T00:00:00"
3655,"Adalbert","Wirz","m","OW","CE","Cons*","1901-12-02T00:00:00","1925-09-14T00:00:00"
2530,"Fritz","Krauchthaler","m","BE","CE","UDC","1971-11-29T00:00:00","1979-11-25T00:00:00"
2767,"Giuseppe","Motta","m","TI","CF","Cons*","1911-12-14T00:00:00","1940-01-23T00:00:00"
3666,"Karl J.","Wunderli","m","ZH","CN","PAB","1926-09-27T00:00:00","1943-12-05T00:00:00"
157,"Jean-Marc","Narbel","m","VD","CN","PLS","1991-11-25T00:00:00","1995-12-03T00:00:00"
171,"Laurent","Rebeaud","m","GE","CN","PES","1983-11-28T00:00:00","1994-09-16T00:00:00"
64,"Michael E.","Dreher","m","ZH","CN",,"1995-12-04T00:00:00","1999-12-05T00:00:00"
1622,"Jean","Bourgknecht","m","FR","CN","Cons*","1951-12-03T00:00:00","1955-12-04T00:00:00"
3476,"C.-J.-François","Veillon","m","VD","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
3654,"Daniel","Wirth","m","SG","CE","PRD","1864-07-04T00:00:00","1865-06-01T00:00:00"
336,"Josef","Kunz","m","LU","CN","UDC","1995-12-04T00:00:00","2003-11-30T00:00:00"
3139,"Eduard","Scherrer","m","SG","CN","PRD","1911-12-04T00:00:00","1919-11-01T00:00:00"
1934,"Jakob","Dubs","m","ZH","CF","Lib*","1868-01-01T00:00:00","1868-12-31T00:00:00"
465,"Mario","Fehr","m","ZH","CN","PSS","2003-12-01T00:00:00","2007-12-02T00:00:00"
102,"Rudolf","Hafner","m","BE","CN","LL","1987-11-30T00:00:00","1994-12-08T00:00:00"
2006,"Jules-D.","Eytel","m","VD","CN","PRD","1848-11-06T00:00:00","1851-11-30T00:00:00"
3652,"Emil","Wipfli","m","UR","CE","Cons*","1953-06-01T00:00:00","1971-11-28T00:00:00"
3652,"Emil","Wipfli","m","UR","CE","Cons*","1953-06-01T00:00:00","1971-11-28T00:00:00"
3652,"Emil","Wipfli","m","UR","CE","Cons*","1953-06-01T00:00:00","1971-11-28T00:00:00"
205,"Hanspeter","Seiler","m","BE","CN","UDC","1987-11-30T00:00:00","1995-12-03T00:00:00"
2292,"Meinrad Jb.","Hegner","m","SZ","CN","Lib*","1854-12-04T00:00:00","1857-12-06T00:00:00"
468,"Gabriele","Gendotti","m","TI","CN","PRD","1999-12-06T00:00:00","2000-08-22T00:00:00"
1561,"Othmar","Blumer","m","ZH","CE","PRD","1890-06-02T00:00:00","1900-04-25T00:00:00"
1561,"Othmar","Blumer","m","ZH","CE","PRD","1890-06-02T00:00:00","1900-04-25T00:00:00"
1561,"Othmar","Blumer","m","ZH","CE","PRD","1890-06-02T00:00:00","1900-04-25T00:00:00"
2869,"K. Friedrich","Ottiker","m","ZH","CN","PRD","1905-12-04T00:00:00","1917-12-02T00:00:00"
2026,"A. Eduard","Fehr","m","TG","CN","PRD","1920-02-02T00:00:00","1922-12-03T00:00:00"
2523,"Richard","König","m","BE","CN","PAB","1919-12-01T00:00:00","1934-06-01T00:00:00"
2134,"Frédéric-J.","Gendre","m","FR","CE","Cons*","1860-07-08T00:00:00","1868-05-01T00:00:00"
3267,"A. Frédéric E.","Soguel","m","NE","CN","PRD","1902-12-01T00:00:00","1903-11-21T00:00:00"
2781,"Alois","Müller","m","ZG","CN","Cons*","1887-12-05T00:00:00","1889-03-30T00:00:00"
132,"Jean-François","Leuba","m","VD","CN","PLS","1987-11-30T00:00:00","1995-12-03T00:00:00"
3026,"Joseph","Rion","m","VS","CE","PRD","1871-07-03T00:00:00","1873-05-01T00:00:00"
1672,"Max","Brunner","m","ZH","CN","PRD","1947-12-01T00:00:00","1951-12-02T00:00:00"
319,"Hans","Fehr","m","ZH","CN","UDC","2003-12-01T00:00:00","2007-12-02T00:00:00"
2371,"Johannes","Hubler","m","BE","CN","PRD","1851-12-01T00:00:00","1858-02-25T00:00:00"
2236,"Jakob","Gutknecht","m","FR","CN","PRD","1922-12-04T00:00:00","1926-06-26T00:00:00"
601,"Walter","Röthlin","m","OW","CN","PDC","1971-11-29T00:00:00","1987-11-29T00:00:00"
1108,"Guy","Parmelin","m","VD","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3238,"Alois","Schwerzmann","m","ZG","CE","Cons*","1854-12-04T00:00:00","1861-12-01T00:00:00"
3678,"Jean","Yersin","m","VD","CN","PLS","1914-03-23T00:00:00","1919-11-01T00:00:00"
1898,"Louis-Charles","Delarageaz","m","VD","CN","PLS","1893-12-04T00:00:00","1906-04-29T00:00:00"
2404,"Henri-Louis","Jaccottet","m","VD","CN","PRD","1936-09-22T00:00:00","1939-12-03T00:00:00"
1939,"Jean-Henri","Duchosal","m","GE","CE","PRD","1849-04-16T00:00:00","1850-06-01T00:00:00"
2609,"Raimund","Loretan","m","VS","CE","Cons*","1920-06-07T00:00:00","1928-12-02T00:00:00"
2607,"Ernst","Löpfe","m","SG","CE","PRD","1931-06-01T00:00:00","1945-05-01T00:00:00"
2607,"Ernst","Löpfe","m","SG","CE","PRD","1931-06-01T00:00:00","1945-05-01T00:00:00"
2607,"Ernst","Löpfe","m","SG","CE","PRD","1931-06-01T00:00:00","1945-05-01T00:00:00"
2764,"Paul E.","Mosimann","m","NE","CN","PRD","1900-03-19T00:00:00","1923-03-30T00:00:00"
462,"Jean","Fattebert","m","VD","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
1929,"Armand","Droz","m","FR","CN","PRD","1947-12-01T00:00:00","1951-12-02T00:00:00"
3511,"Bendicht","von Arx","m","SO","CN","Grut*","1857-12-07T00:00:00","1875-05-18T00:00:00"
3914,"Robert","Cramer","m","GE","CE","PES","2007-12-03T00:00:00","2011-12-04T00:00:00"
2373,"August","Huggler","m","BE","CN","PSS","1917-12-03T00:00:00","1939-12-03T00:00:00"
2853,"L.-Firmin","Ody","m","GE","CN","Cons*","1911-12-04T00:00:00","1920-02-29T00:00:00"
3219,"Edmund L.","Schulthess","m","AG","CF","PRD","1928-01-01T00:00:00","1928-12-31T00:00:00"
485,"Hansjakob","Leutenegger","m","ZG","CN","PRD","1999-12-06T00:00:00","2003-11-30T00:00:00"
1190,"Alphons","Egli","m","LU","CF","PDC","1982-12-08T00:00:00","1986-12-31T00:00:00"
3686,"Eduard","Zellweger","m","ZH","CN","PSS","1955-12-05T00:00:00","1956-03-01T00:00:00"
759,"Françoise","Pitteloud","f","VD","CN","PSS","1983-06-13T00:00:00","1991-11-24T00:00:00"
1564,"Hermann","Bodenmann","m","VS","CE","CCS","1967-12-04T00:00:00","1975-11-30T00:00:00"
705,"Luigi","Generali","m","TI","CE","Lib*","1979-11-26T00:00:00","1983-11-27T00:00:00"
3223,"Hermann","Schüpbach","m","BE","CN","PRD","1911-12-04T00:00:00","1935-12-01T00:00:00"
3223,"Hermann","Schüpbach","m","BE","CN","PRD","1911-12-04T00:00:00","1935-12-01T00:00:00"
54,"Menga","Danuser","f","TG","CN","PSS","1987-11-30T00:00:00","1995-12-03T00:00:00"
76,"Hugo","Fasel","m","FR","CN","PCS","2003-12-01T00:00:00","2007-12-02T00:00:00"
2100,"Stefano","Gabuzzi","m","TI","CE","PRD","1910-12-05T00:00:00","1920-03-01T00:00:00"
558,"Kurt","Bürer","m","SG","CN","PDC","1975-12-01T00:00:00","1987-11-29T00:00:00"
151,"Christian","Miesch","m","BL","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
162,"André","Perey","m","VD","CN","PRD","1983-11-28T00:00:00","1995-12-03T00:00:00"
117,"Franz","Jaeger","m","SG","CN","AdI","1971-11-29T00:00:00","1995-08-31T00:00:00"
789,"Carl jun.","Miville","m","BS","CE","PSS","1979-03-05T00:00:00","1991-11-24T00:00:00"
1356,"Johann Jakob","Abegg","m","ZH","CN","Lib*","1887-12-05T00:00:00","1912-02-17T00:00:00"
372,"Hansheiri","Inderkum","m","UR","CE","PDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
3506,"Giuseppe","Volonterio","m","TI","CN","Cons*","1890-12-01T00:00:00","1893-12-03T00:00:00"
429,"Kaspar","Villiger","m","LU","CF","PRD","1989-02-01T00:00:00","1995-10-31T00:00:00"
3605,"Werner J.","Weber","m","ZH","CN","PRD","1911-12-04T00:00:00","1912-01-10T00:00:00"
3653,"Josef","Wipfli","m","UR","CE","Cons*","1925-06-02T00:00:00","1926-03-04T00:00:00"
2352,"Fritz","Honegger","m","ZH","CF","PRD","1977-12-07T00:00:00","1982-12-31T00:00:00"
1655,"Albert","Brosi","m","SO","CN","Lib*","1872-12-02T00:00:00","1875-01-01T00:00:00"
3199,"Anton","Schnyder","m","LU","CN","Lib*","1848-11-06T00:00:00","1860-12-02T00:00:00"
1721,"Friedrich Jos.","Bürli","m","AG","CN","Lib*","1860-12-03T00:00:00","1863-12-06T00:00:00"
1577,"Luigi","Bolla","m","TI","CE","PRD","1870-07-04T00:00:00","1871-07-01T00:00:00"
2846,"Martin","Ochsner","m","SZ","CE","Cons*","1908-12-07T00:00:00","1939-01-08T00:00:00"
1762,"Enrico","Celio","m","TI","CF","Cons*","1940-02-22T00:00:00","1950-10-15T00:00:00"
2392,"Gustave-Albert","Irlet","m","NE","CN","PRD","1857-12-07T00:00:00","1860-12-02T00:00:00"
2658,"Johannn Jakob","Matt","m","BL","CN","PRD","1848-11-06T00:00:00","1849-04-01T00:00:00"
2262,"Ernst","Haller","m","AG","CN","PSS","1959-12-07T00:00:00","1979-11-25T00:00:00"
1571,"Charles M. S.","Boiceau","m","VD","CN","Lib*","1878-12-02T00:00:00","1881-04-01T00:00:00"
3612,"Joh. August","Weingart","m","BE","CN","PRD","1848-11-06T00:00:00","1860-12-02T00:00:00"
514,"Jürg","Stahl","m","ZH","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
3266,"F. C. Henri","Simonin","m","BE","CN","PRD","1904-12-05T00:00:00","1917-12-02T00:00:00"
1452,"Josef Anton","Balmer","m","LU","CN","Cons*","1907-09-16T00:00:00","1928-12-02T00:00:00"
2553,"Adrien","Lachenal","m","GE","CE","PRD","1951-12-03T00:00:00","1955-12-04T00:00:00"
1854,"Paul","de Courten","m","VS","CN","Cons*","1947-12-01T00:00:00","1955-12-04T00:00:00"
3216,"Hans","Schuler","m","GL","CN","PRD","1946-10-01T00:00:00","1959-12-06T00:00:00"
2015,"Georges-S.","Favon","m","GE","CE","PRD","1880-11-29T00:00:00","1881-09-01T00:00:00"
304,"J. Alexander","Baumann","m","TG","CN","UDC","2007-12-03T00:00:00","2011-12-04T00:00:00"
520,"Hansruedi","Wandfluh","m","BE","CN","UDC","1999-12-06T00:00:00","2003-11-30T00:00:00"
1874,"Julien","de Schaller","m","FR","CE","PRD","1850-04-05T00:00:00","1851-11-30T00:00:00"
